刊物名称,Journal,年份,出版社,网址,领域,CCF推荐类别（国际学术刊物/会议）,CCF推荐类型
Algorithmica,Algorithmica,2022,Springer,http://dblp.uni-trier.de/db/journals/algorithmica/,计算机科学理论,推荐国际学术刊物,B类
CC,Computational complexity,2022,Springer,http://dblp.uni-trier.de/db/journals/cc/,计算机科学理论,推荐国际学术刊物,B类
FAC,Formal Aspects of Computing,2022,Springer,http://dblp.uni-trier.de/db/journals/fac/,计算机科学理论,推荐国际学术刊物,B类
FMSD,Formal Methods in System Design,2022,Springer,http://dblp.uni-trier.de/db/journals/fmsd/,计算机科学理论,推荐国际学术刊物,B类
INFORMS,INFORMS Journal on Computing,2022,INFORMS,http://dblp.uni-trier.de/db/journals/informs/,计算机科学理论,推荐国际学术刊物,B类
JCSS,Journal of Computer and System Sciences,2022,Elsevier,http://dblp.uni-trier.de/db/journals/jcss/,计算机科学理论,推荐国际学术刊物,B类
JGO,Journal of Global Optimization,2022,Springer,http://dblp.uni-trier.de/db/journals/jgo/,计算机科学理论,推荐国际学术刊物,B类
JSC,Journal of Symbolic Computation,2022,Elsevier,http://dblp.uni-trier.de/db/journals/jsc/,计算机科学理论,推荐国际学术刊物,B类
MSCS,Mathematical Structures in Computer Science,2022,Cambridge University Press,http://dblp.uni-trier.de/db/journals/mscs/,计算机科学理论,推荐国际学术刊物,B类
TCS,Theoretical Computer Science,2022,Elsevier,http://dblp.uni-trier.de/db/journals/tcs/,计算机科学理论,推荐国际学术刊物,B类
ACTA,Acta Informatica,2022,Springer,http://dblp.uni-trier.de/db/journals/acta/,计算机科学理论,推荐国际学术刊物,C类
APAL,Annals of Pure and Applied Logic,2022,Elsevier,http://dblp.uni-trier.de/db/journals/apal/,计算机科学理论,推荐国际学术刊物,C类
DAM,Discrete Applied Mathematics,2022,Elsevier,http://dblp.uni-trier.de/db/journals/dam/,计算机科学理论,推荐国际学术刊物,C类
FUIN,Fundamenta Informaticae,2022,IOS Press,http://dblp.uni-trier.de/db/journals/fuin/,计算机科学理论,推荐国际学术刊物,C类
IPL,Information Processing Letters,2022,Elsevier,http://dblp.uni-trier.de/db/journals/ipl/,计算机科学理论,推荐国际学术刊物,C类
JCOMPLEXITY,Journal of Complexity,2022,Elsevier,http://dblp.uni-trier.de/db/journals/jc/,计算机科学理论,推荐国际学术刊物,C类
LOGCOM,Journal of Logic and Computation,2022,Oxford University Press,http://dblp.uni-trier.de/db/journals/logcom/,计算机科学理论,推荐国际学术刊物,C类
JSL,Journal of Symbolic Logic,2022,Association for Symbolic Logic,http://dblp.uni-trier.de/db/journals/jsyml/,计算机科学理论,推荐国际学术刊物,C类
LMCS,Logical Methods in Computer Science,2022,LMCS,http://dblp.uni-trier.de/db/journals/lmcs/,计算机科学理论,推荐国际学术刊物,C类
SIDMA,SIAM Journal on Discrete Mathematics,2022,SIAM,http://dblp.uni-trier.de/db/journals/siamdm/,计算机科学理论,推荐国际学术刊物,C类
,Theory of Computing Systems,2022,Springer,http://dblp.uni-trier.de/db/journals/mst/,计算机科学理论,推荐国际学术刊物,C类
STOC,ACM Symposium on Theory of Computing,2022,ACM,http://dblp.uni-trier.de/db/conf/stoc/,计算机科学理论,推荐国际学术会议,A类
SODA,ACM-SIAM Symposium on Discrete Algorithms,2022,SIAM,http://dblp.uni-trier.de/db/conf/soda/,计算机科学理论,推荐国际学术会议,A类
CAV,International Conference on Computer Aided Verification,2022,Springer,http://dblp.uni-trier.de/db/conf/cav/,计算机科学理论,推荐国际学术会议,A类
FOCS,IEEE Annual Symposium on Foundations of Computer Science,2022,IEEE,http://dblp.uni-trier.de/db/conf/focs/,计算机科学理论,推荐国际学术会议,A类
LICS,ACM/IEEE Symposium on Logic in Computer Science,2022,IEEE,http://dblp.uni-trier.de/db/conf/lics/,计算机科学理论,推荐国际学术会议,A类
SoCG,International Symposium on Computational Geometry,2022,ACM,http://dblp.uni-trier.de/db/conf/compgeom/,计算机科学理论,推荐国际学术会议,B类
ESA,European Symposium on Algorithms,2022,Springer,http://dblp.uni-trier.de/db/conf/esa/,计算机科学理论,推荐国际学术会议,B类
CCC,Conference on Computational Complexity,2022,IEEE,http://dblp.uni-trier.de/db/conf/coco/,计算机科学理论,推荐国际学术会议,B类
ICALP,"International Colloquium on Automata, Languages and Programming",2022,Springer,http://dblp.uni-trier.de/db/conf/icalp/,计算机科学理论,推荐国际学术会议,B类
,International Conference on Automated Deduction/International Joint Conference on Automated Reasoning,2022,Springer,http://dblp.uni-trier.de/db/conf/cade/,计算机科学理论,推荐国际学术会议,B类
CONCUR,International Conference on Concurrency Theory,2022,Springer,http://dblp.uni-trier.de/db/conf/concur/,计算机科学理论,推荐国际学术会议,B类
HSCC,International Conference on Hybrid Systems: Computation and Control,2022,Springer and ACM,http://dblp.uni-trier.de/db/conf/hybrid/,计算机科学理论,推荐国际学术会议,B类
SAT,International Conference on Theory and Applications of Satisfiability Testing,2022,Springer,http://dblp.uni-trier.de/db/conf/sat/,计算机科学理论,推荐国际学术会议,B类
COCOON,International Computing and Combinatorics Conference,2022,Springer,https://dblp.org/db/conf/cocoon/index.html,计算机科学理论,推荐国际学术会议,B类
CSL,Computer Science Logic,2022,Springer,http://dblp.uni-trier.de/db/conf/csl/,计算机科学理论,推荐国际学术会议,C类
FMCAD,Formal Method in Computer-Aided Design,2022,ACM,http://dblp.uni-trier.de/db/conf/fmcad/,计算机科学理论,推荐国际学术会议,C类
FSTTCS,Foundations of Software Technology and Theoretical Computer Science,2022,Indian Association for Research in Computing Science,http://dblp.uni-trier.de/db/conf/fsttcs/,计算机科学理论,推荐国际学术会议,C类
DSAA,IEEE International Conference on Data Science and Advanced Analytics,2022,IEEE,https://dblp.uni-trier.de/db/conf/dsaa/,计算机科学理论,推荐国际学术会议,C类
ICTAC,International Colloquium on Theoretical Aspects of Computing,2022,Springer,http://dblp.uni-trier.de/db/conf/ictac/,计算机科学理论,推荐国际学术会议,C类
IPCO,International Conference on Integer Programming and Combinatorial Optimization,2022,Springer,http://dblp.uni-trier.de/db/conf/ipco/,计算机科学理论,推荐国际学术会议,C类
RTA,International Conference on Rewriting Techniques and Applications,2022,Springer,http://dblp.uni-trier.de/db/conf/rta/,计算机科学理论,推荐国际学术会议,C类
ISAAC,International Symposium on Algorithms and Computation,2022,Springer,http://dblp.uni-trier.de/db/conf/isaac/,计算机科学理论,推荐国际学术会议,C类
MFCS,International Conference on Mathematical Foundations of Computer Science,2022,Springer,http://dblp.uni-trier.de/db/conf/mfcs/,计算机科学理论,推荐国际学术会议,C类
STACS,Symposium on Theoretical Aspects of Computer Science,2022,Springer,http://dblp.uni-trier.de/db/conf/stacs/,计算机科学理论,推荐国际学术会议,C类
SETTA,"International Symposium on Dependable Software Engineering: Theories, Tools, and Applications",2022,Springer,https://dblp.org/db/conf/setta/index.html,计算机科学理论,推荐国际学术会议,C类
JSAC,IEEE Journal on Selected Areas in Communications,2022,IEEE,http://dblp.uni-trier.de/db/journals/jsac/,计算机网络,推荐国际学术刊物,A类
TMC,IEEE Transactions on Mobile Computing,2022,IEEE,http://dblp.uni-trier.de/db/journals/tmc/,计算机网络,推荐国际学术刊物,A类
TON,IEEE-ACM Transactions on Networking,2022,IEEE/ACM,http://dblp.uni-trier.de/db/journals/ton/,计算机网络,推荐国际学术刊物,A类
TOIT,ACM Transactions on Internet Technology,2022,ACM,http://dblp.uni-trier.de/db/journals/toit/,计算机网络,推荐国际学术刊物,B类
TOMM,ACM Transactions on Multimedia Computing Communications and Applications,2022,ACM,http://dblp.uni-trier.de/db/journals/tomccap/,计算机网络,推荐国际学术刊物,B类
TOSN,ACM Transactions on Sensor Networks,2022,ACM,http://dblp.uni-trier.de/db/journals/tosn/,计算机网络,推荐国际学术刊物,B类
CN,Computer Networks,2022,Elsevier,http://dblp.uni-trier.de/db/journals/cn/,计算机网络,推荐国际学术刊物,B类
TCOM,IEEE Transactions on Communications,2022,IEEE,http://dblp.uni-trier.de/db/journals/tcom/,计算机网络,推荐国际学术刊物,B类
TWC,IEEE Transactions on Wireless Communications,2022,IEEE,http://dblp.uni-trier.de/db/journals/twc/,计算机网络,推荐国际学术刊物,B类
,Ad hoc Networks,2022,Elsevier,http://dblp.uni-trier.de/db/journals/adhoc/,计算机网络,推荐国际学术刊物,C类
CC,Computer Communications,2022,Elsevier,http://dblp.uni-trier.de/db/journals/comcom/,计算机网络,推荐国际学术刊物,C类
TNSM,IEEE Transactions on Network and Service Management,2022,IEEE,http://dblp.uni-trier.de/db/journals/tnsm/,计算机网络,推荐国际学术刊物,C类
,IET Communications,2022,IET,http://dblp.uni-trier.de/db/journals/iet-com/,计算机网络,推荐国际学术刊物,C类
JNCA,Journal of Network and Computer Applications,2022,Elsevier,http://dblp.uni-trier.de/db/journals/jnca/,计算机网络,推荐国际学术刊物,C类
MONET,Mobile Networks & Applications,2022,Springer,http://dblp.uni-trier.de/db/journals/monet/,计算机网络,推荐国际学术刊物,C类
,Networks,2022,Wiley,http://dblp.uni-trier.de/db/journals/networks/,计算机网络,推荐国际学术刊物,C类
PPNA,Peer-to-Peer Networking and Applications,2022,Springer,http://dblp.uni-trier.de/db/journals/ppna/,计算机网络,推荐国际学术刊物,C类
WCMC,Wireless Communications & Mobile Computing,2022,Wiley.,http://dblp.uni-trier.de/db/journals/wicomm/,计算机网络,推荐国际学术刊物,C类
,Wireless Networks,2022,Springer,http://dblp.uni-trier.de/db/journals/winet/,计算机网络,推荐国际学术刊物,C类
IOT,IEEE Internet of Things Journal,2022,IEEE,https://dblp.org/db/journals/iot/index.html,计算机网络,推荐国际学术刊物,C类
SIGCOMM,"ACM International Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2022,ACM,http://dblp.uni-trier.de/db/conf/sigcomm/index.html,计算机网络,推荐国际学术会议,A类
MobiCom,ACM International Conference on Mobile Computing and Networking,2022,ACM,http://dblp.uni-trier.de/db/conf/mobicom/,计算机网络,推荐国际学术会议,A类
INFOCOM,IEEE International Conference on Computer Communications,2022,IEEE,http://dblp.uni-trier.de/db/conf/infocom/,计算机网络,推荐国际学术会议,A类
NSDI,Symposium on Network System Design and Implementation,2022,USENIX,http://dblp.uni-trier.de/db/conf/nsdi/,计算机网络,推荐国际学术会议,A类
SenSys,ACM Conference on Embedded Networked Sensor Systems,2022,ACM,http://dblp.uni-trier.de/db/conf/sensys/,计算机网络,推荐国际学术会议,B类
CoNEXT,ACM International Conference on emerging Networking EXperiments and Technologies,2022,ACM,http://dblp.uni-trier.de/db/conf/conext/,计算机网络,推荐国际学术会议,B类
SECON,"IEEE International Conference on Sensing, Communication, and Networking",2022,IEEE,http://dblp.uni-trier.de/db/conf/secon/,计算机网络,推荐国际学术会议,B类
IPSN,International Conference on Information Processing in Sensor Networks,2022,IEEE/ACM,http://dblp.uni-trier.de/db/conf/ipsn/,计算机网络,推荐国际学术会议,B类
MobiSys,"ACM International Conference on Mobile Systems, Applications, and Services",2022,ACM,http://dblp.uni-trier.de/db/conf/mobisys/,计算机网络,推荐国际学术会议,B类
ICNP,IEEE International Conference on Network Protocols,2022,IEEE,http://dblp.uni-trier.de/db/conf/icnp/,计算机网络,推荐国际学术会议,B类
MobiHoc,"International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",2022,ACM/IEEE,http://dblp.uni-trier.de/db/conf/mobihoc/,计算机网络,推荐国际学术会议,B类
NOSSDAV,International Workshop on Network and Operating System Support for Digital Audio and Video,2022,ACM,http://dblp.uni-trier.de/db/conf/nossdav/,计算机网络,推荐国际学术会议,B类
IWQoS,IEEE/ACM International Workshop on Quality of Service,2022,IEEE,http://dblp.uni-trier.de/db/conf/iwqos/,计算机网络,推荐国际学术会议,B类
IMC,ACM Internet Measurement Conference,2022,ACM/USENIX,http://dblp.uni-trier.de/db/conf/imc/,计算机网络,推荐国际学术会议,B类
刊物名称,刊物全称,2022,出版社,地址,计算机网络,推荐国际学术会议,C类
ANCS,ACM/IEEE Symposium on Architectures for Networking and Communication Systems,2022,ACM/IEEE,http://dblp.uni-trier.de/db/conf/ancs/,计算机网络,推荐国际学术会议,C类
APNOMS,Asia-Pacific Network Operations and Management Symposium,2022,IFIP/IEEE,http://dblp.uni-trier.de/db/conf/apnoms/,计算机网络,推荐国际学术会议,C类
FORTE,"International Conference on Formal Techniques for Distributed Objects, Components, and Systems",2022,Springer,http://dblp.uni-trier.de/db/conf/forte/,计算机网络,推荐国际学术会议,C类
LCN,IEEE Conference on Local Computer Networks,2022,IEEE,http://dblp.uni-trier.de/db/conf/lcn/,计算机网络,推荐国际学术会议,C类
GLOBECOM,IEEE Global Communications Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/globecom/,计算机网络,推荐国际学术会议,C类
ICC,IEEE International Conference on Communications,2022,IEEE,http://dblp.uni-trier.de/db/conf/icc/,计算机网络,推荐国际学术会议,C类
ICCCN,IEEE International Conference on Computer Communications and Networks,2022,IEEE,http://dblp.uni-trier.de/db/conf/icccn/,计算机网络,推荐国际学术会议,C类
MASS,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,2022,IEEE,http://dblp.uni-trier.de/db/conf/mass/index.html,计算机网络,推荐国际学术会议,C类
P2P,IEEE International Conference on P2P Computing,2022,IEEE,http://dblp.uni-trier.de/db/conf/p2p/,计算机网络,推荐国际学术会议,C类
IPCCC,IEEE International Performance Computing and Communications Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/ipccc/,计算机网络,推荐国际学术会议,C类
WoWMoM,IEEE International Symposium on a World of Wireless Mobile and Multimedia Networks,2022,IEEE,http://dblp.uni-trier.de/db/conf/wowmom/,计算机网络,推荐国际学术会议,C类
ISCC,IEEE Symposium on Computers and Communications,2022,IEEE,http://dblp.uni-trier.de/db/conf/iscc/,计算机网络,推荐国际学术会议,C类
WCNC,IEEE Wireless Communications and Networking Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/wcnc/,计算机网络,推荐国际学术会议,C类
Networking,IFIP International Conferences on Networking,2022,IFIP,http://dblp.uni-trier.de/db/conf/networking/index.html,计算机网络,推荐国际学术会议,C类
IM,IFIP/IEEE International Symposium on Integrated NetworkManagement,2022,IFIP/IEEE,http://dblp.uni-trier.de/db/conf/im/index.html,计算机网络,推荐国际学术会议,C类
MSN,"International Conference on Mobility, Sensing and Networking",2022,IEEE,https://dblp.uni-trier.de/db/conf/msn/,计算机网络,推荐国际学术会议,C类
MSWiM,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2022,ACM,http://dblp.uni-trier.de/db/conf/mswim/,计算机网络,推荐国际学术会议,C类
WASA,"International Conference on Wireless Algorithms, Systems, and Applications",2022,Springer,http://dblp.uni-trier.de/db/conf/wasa/,计算机网络,推荐国际学术会议,C类
HotNets,ACM The Workshop on Hot Topics in Networks,2022,ACM,http://dblp.uni-trier.de/db/conf/hotnets/,计算机网络,推荐国际学术会议,C类
TOPLAS,ACM Transactions on Programming Languages and Systems,2022,ACM,http://dblp.uni-trier.de/db/journals/toplas/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,A类
TOSEM,ACM Transactions on Software Engineering and Methodology,2022,ACM,http://dblp.uni-trier.de/db/journals/tosem/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,A类
TSE,IEEE Transactions on Software Engineering,2022,IEEE,http://dblp.uni-trier.de/db/journals/tse/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,A类
TSC,IEEE Transactions on Services Computing,2022,IEEE,http://dblp.uni-trier.de/db/journals/tsc/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,A类
ASE,Automated Software Engineering,2022,Springer,http://dblp.uni-trier.de/db/journals/ase/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
ESE,Empirical Software Engineering,2022,Springer,http://dblp.uni-trier.de/db/journals/ese/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
IETS,IET Software,2022,IET,http://dblp.uni-trier.de/db/journals/iee/index.html,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
IST,Information and Software Technology,2022,Elsevier,http://dblp.uni-trier.de/db/journals/infsof/index.html,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
JFP,Journal of Functional Programming,2022,Cambridge University Press,http://dblp.uni-trier.de/db/journals/jfp/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
,Journal of Software-Evolution and Process,2022,Wiley,http://dblp.uni-trier.de/db/journals/smr/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
JSS,Journal of Systems and Software,2022,Elsevier,http://dblp.uni-trier.de/db/journals/jss/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
RE,Requirements Engineering,2022,Springer,http://dblp.uni-trier.de/db/journals/re/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
SCP,Science of Computer Programming,2022,Elsevier,http://dblp.uni-trier.de/db/journals/scp/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
SoSyM,Software and Systems Modeling,2022,Springer,http://dblp.uni-trier.de/db/journals/sosym/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
STVR,Software Testing Verification & Reliability,2022,Wiley,http://dblp.uni-trier.de/db/journals/stvr/index.html,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
SPE,Software-Practice & Experience,2022,Wiley,http://dblp.uni-trier.de/db/journals/spe/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,B类
CL,"Computer Languages, Systems and Structures",2022,Elsevier,http://dblp.uni-trier.de/db/journals/cl/index.html,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
IJSEKE,International Journal of Software Engineering and Knowledge Engineering,2022,World Scientific,http://dblp.uni-trier.de/db/journals/ijseke/index.html,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
STTT,International Journal on Software Tools for Technology Transfer,2022,Springer,http://dblp.uni-trier.de/db/journals/sttt/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
JLAMP,Journal of Logical and Algebraic Methods in Programming,2022,Elsevier,https://dblp.uni-trier.de/db/journals/jlap/index.html,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
JWE,Journal of Web Engineering,2022,Rinton Press,http://dblp.uni-trier.de/db/journals/jwe/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
SOCA,Service Oriented Computing and Applications,2022,Springer,http://dblp.uni-trier.de/db/journals/soca/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
SQJ,Software Quality Journal,2022,Springer,http://dblp.uni-trier.de/db/journals/sqj/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
TPLP,Theory and Practice of Logic Programming,2022,Cambridge University Press,http://dblp.uni-trier.de/db/journals/tplp/,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
PACMPL,Proceedings of the ACM on Programming Languages-PACMPL,2022,ACM,https://dblp.org/db/journals/pacmpl/index.html,软件工程/系统软件/程序设计语言,推荐国际学术刊物,C类
PLDI,ACM SIGPLAN Conference on Programming Language Design and Implementation,2022,ACM,http://dblp.uni-trier.de/db/conf/pldi/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
POPL,ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,2022,ACM,http://dblp.uni-trier.de/db/conf/popl/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
FSE/ESEC,ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,2022,ACM,http://dblp.uni-trier.de/db/conf/sigsoft/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
SOSP,ACM Symposium on Operating Systems Principles,2022,ACM,http://dblp.uni-trier.de/db/conf/sosp/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
OOPSLA,"Conference on Object-Oriented Programming Systems, Languages,and Applications",2022,ACM,http://dblp.uni-trier.de/db/conf/oopsla/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
ASE,International Conference on Automated Software Engineering,2022,IEEE/ACM,http://dblp.uni-trier.de/db/conf/kbse/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
ICSE,International Conference on Software Engineering,2022,ACM/IEEE,http://dblp.uni-trier.de/db/conf/icse/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
ISSTA,International Symposium on Software Testing and Analysis,2022,ACM,http://dblp.uni-trier.de/db/conf/issta/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
OSDI,USENIX Symposium on Operating Systems Design and Implementations,2022,USENIX,http://dblp.uni-trier.de/db/conf/osdi/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
FM,International Symposium on Formal Methods,2022,FME,http://dblp.uni-trier.de/db/conf/fm/,软件工程/系统软件/程序设计语言,推荐国际学术会议,A类
ECOOP,European Conference on Object-Oriented Programming,2022,AITO,http://dblp.uni-trier.de/db/conf/ecoop/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
ETAPS,European Joint Conferences on Theory and Practice of Software,2022,Springer,http://dblp.uni-trier.de/db/conf/etaps/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
ICPC,IEEE International Conference on Program Comprehension,2022,IEEE,http://dblp.uni-trier.de/db/conf/iwpc/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
RE,IEEE International Requirements Engineering Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/re/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
CAiSE,International Conference on Advanced Information Systems Engineering,2022,Springer,http://dblp.uni-trier.de/db/conf/caise/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
ICFP,ACM SIGPLAN International Conference on Function Programming,2022,ACM,http://dblp.uni-trier.de/db/conf/icfp/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
LCTES,"ACM SIGPLAN/SIGBED International Conference on Languages, Compilers andTools for Embedded Systems",2022,ACM,http://dblp.uni-trier.de/db/conf/lctrts/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
MoDELS,ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,2022,"ACM, IEEE",http://dblp.uni-trier.de/db/conf/models/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
CP,International Conference on Principles and Practice of Constraint Programming,2022,Springer,http://dblp.uni-trier.de/db/conf/cp/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
ICSOC,International Conference on Service Oriented Computing,2022,Springer,http://dblp.uni-trier.de/db/conf/icsoc/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
SANER,"IEEE International Conference on Software Analysis, Evolution,and Reengineering",2022,IEEE,http://dblp.uni-trier.de/db/conf/wcre/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
ICSME,International Conference on Software Maintenance and Evolution,2022,IEEE,http://dblp.uni-trier.de/db/conf/icsm/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
VMCAI,"International Conference on Verification,Model Checking, and Abstract Interpretation",2022,Springer,http://dblp.uni-trier.de/db/conf/vmcai/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
ICWS,IEEE International Conference on Web Services,2022,IEEE,http://dblp.uni-trier.de/db/conf/icws/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
Middleware,International Middleware Conference,2022,ACM/IFIP/ USENIX,http://dblp.uni-trier.de/db/conf/middleware/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
SAS,International Static Analysis Symposium,2022,Springer,http://dblp.uni-trier.de/db/conf/sas/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
ESEM,International Symposium on Empirical Software Engineering and Measurement,2022,ACM/IEEE,http://dblp.uni-trier.de/db/conf/esem/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
ISSRE,IEEE International Symposium on Software Reliability Engineering,2022,IEEE,http://dblp.uni-trier.de/db/conf/issre/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
HotOS,USENIX Workshop on Hot Topics in Operating Systems,2022,USENIX,http://dblp.uni-trier.de/db/conf/hotos/,软件工程/系统软件/程序设计语言,推荐国际学术会议,B类
PEPM,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,2022,ACM,http://dblp.uni-trier.de/db/conf/pepm/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
PASTE,ACMSIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,2022,ACM,http://dblp.uni-trier.de/db/conf/paste/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
APLAS,Asian Symposium on Programming Languages and Systems,2022,Springer,http://dblp.uni-trier.de/db/conf/aplas/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
APSEC,Asia-Pacific Software Engineering Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/apsec/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
EASE,International Conference on Evaluation and Assessment in Software Engineering,2022,ACM,http://dblp.uni-trier.de/db/conf/ease/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
ICECCS,International Conference on Engineering of Complex Computer Systems,2022,IEEE,http://dblp.uni-trier.de/db/conf/iceccs/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
ICST,"IEEE International Conference on Software Testing, Verification and Validation",2022,IEEE,http://dblp.uni-trier.de/db/conf/icst/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,2022,IEEE,http://dblp.uni-trier.de/db/conf/ispass/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,2022,IEEE,http://dblp.uni-trier.de/db/conf/scam/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
COMPSAC,International Computer Software and Applications Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/compsac/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
ICFEM,International Conference on Formal Engineering Methods,2022,Springer,http://dblp.uni-trier.de/db/conf/icfem/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
SCC,IEEE International Conference on Services Computing,2022,IEEE,http://dblp.uni-trier.de/db/conf/IEEEscc/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
ICSSP,International Conference on Software and System Process,2022,ISPA,http://dblp.uni-trier.de/db/conf/ispw/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
SEKE,International Conference on Software Engineering and Knowledge Engineering,2022,KSI,http://dblp.uni-trier.de/db/conf/seke/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
QRS,"International Conference on Software Quality, Reliability and Security",2022,IEEE,http://paris.utdallas.edu/qrs/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
ICSR,International Conference on Software Reuse,2022,Springer,http://dblp.uni-trier.de/db/conf/icsr/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
ICWE,International Conference on Web Engineering,2022,Springer,http://dblp.uni-trier.de/db/conf/icwe/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
SPIN,International Symposium on Model Checking of Software,2022,Springer,http://dblp.uni-trier.de/db/conf/spin/index.html,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
ATVA,International Symposium on Automated Technology for Verification and Analysis,2022,Springer,http://dblp.uni-trier.de/db/conf/atva/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation,2022,Springer,http://dblp.uni-trier.de/db/conf/lopstr/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
TASE,Theoretical Aspects of Software Engineering Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/tase/,软件工程/系统软件/程序设计语言,推荐国际学术会议,C类
